,Inflam_lympasia_minC20,Inflam_neutasia_minC20,TRD_AgeSmkEas_greS22,TRD_CigDayEas_greS22,TRD_DrnkWkEas_greS22,TRD_EA_twb,TRD_SmkCesEas_gre22,TRD_SmkInitEas_greS22,TRD_alb_twbbbj,TRD_alt_twbbbj,TRD_ast_twbbbj,TRD_bfr_twb,TRD_bmi_twbbbj,TRD_bun_twbbbj,TRD_cadasn_satK20,TRD_cardstrokeeas_aniM22,TRD_cr_twbbbj,TRD_crpasn_saoS21,TRD_dbp_twbbbj,TRD_fev_twb,TRD_fg_twbbbj,TRD_fvc_twb,TRD_ggt_twbbbj,TRD_hb_twbbbj,TRD_hba1c_twbbbj,TRD_hc_twb,TRD_hct_twbbbj,TRD_hdl_twbbbj,TRD_hr_twb,TRD_ht_twbasn,TRD_iscstrokeeas_aniM22,TRD_ldl_twbbbj,TRD_lvesstrokeeas_aniM22,TRD_malb_twb,TRD_mddasi_olgG21,TRD_plt_twbbbj,TRD_rbc_twbbbj,TRD_sbp_twbbbj,TRD_sczasn_maxL19,TRD_strokeeas_aniM22,TRD_svesstrokeeas_aniM22,TRD_t2d_twbasn,TRD_tbil_twbbbj,TRD_tc_twbbbj,TRD_ua_twbbbj,TRD_wbc_twbbbj,TRD_wc_twb,TRD_whr_twb,TRD_wt_twbbbj,TRD_tg_twbbbj
TRD_ast_twbbbj,0.001781442633312862,-0.0006572140521933274,0.0013360299422057811,3.944173739306641e-05,0.0032836629128921,0.0006295201425858433,-1.9820331517713333e-05,-5.3153097434985255e-05,0.003370971618154811,0.012541967028800512,0.01795682691298935,0.0006967506909815515,0.0014628931510480678,0.0008095865986343517,-0.0003689941736177155,-0.0005803089760937869,0.0012720638040732612,0.0006013126931917794,0.0011215363485307635,-0.00016416342814346878,0.00033227926160463937,0.00011422755370873731,0.009984325747830702,0.001839980667231906,0.0003811380686307052,-0.00034266444169733676,0.0008796175404407419,0.0017705506654328107,-0.0008278319581444709,-0.004319101285116948,-4.310142447254286e-05,0.00105279761512527,0.00035377767751763043,-1.5511778435133384e-05,0.000651350687417254,-0.003257765521425022,-7.332643022253375e-06,0.0015597454731905598,-0.0006972207753419712,-0.00030603649473736916,0.000731548450456069,0.001792741641012445,0.0006821911661442374,0.00218685537711379,0.0034172791480706908,-0.0003597198841901134,0.0006907893572873264,0.001597293938032925,-0.00018276479397851567,0.00048122216472307953
TRD_bfr_twb,0.0030879460475548176,0.002982188517149485,-0.0002243165984503037,0.0012442007406643293,0.0005512559003602696,-0.0032107353009195004,0.0022245076666184203,0.0038289765489277635,-0.0023383606871379336,0.004288273985569073,0.0006967506909815515,0.015773371694418798,0.0244983040799101,0.0005672543558122682,0.002902177729893249,-0.00021360398364158765,0.0005408937152613835,0.002700298818806097,0.0044865323390021125,0.0001574881045556194,0.003976757787917118,0.0008073418218604567,0.004353481482220527,0.0007507020988313873,0.0054766905719505765,0.01374929031046597,0.0008562504179263086,-0.008859645138415658,-0.00021241065335449744,-0.002602900434217951,0.001595263588916437,0.001365709045090534,0.0013035112390575357,0.0021904141855763793,-0.0013485163040145938,0.0022703911434951256,0.002824553693889863,0.006105014148928719,-0.001995936849068736,0.0024372495178158187,0.0007345407437690691,0.011304570984774625,-0.0029364325201110737,-0.0007893440226920693,0.005732246355532128,0.005759861526932059,0.013565714436227767,0.007982471066582574,0.02129351131732933,0.006121257315741568
TRD_bmi_twbbbj,0.004179496439167682,0.0027720310355330647,-0.0001794210600639123,0.002546891349095812,0.0014264572346400495,-0.003966205397655762,0.0029283878052364,0.004392784070846691,-0.005272655708833881,0.006352245842285612,0.0014628931510480678,0.0244983040799101,0.04767114773123533,0.0013412920581090512,0.0036735692454519793,-0.0004391059587531425,0.003714279371275299,0.004670903523301315,0.008628038083093524,0.0010711770216208492,0.004756361244614782,0.002174273659996414,0.004909526808988571,0.00037859286092176316,0.005116957266572924,0.023935655908546863,0.00015685239206960911,-0.012836504175702208,-0.0010282016864812853,-0.0040777606105843675,0.0028024581216923466,0.0011464827192069103,0.001528047747797681,0.0038669274979626976,-0.0020321572478106415,0.00035668415396169806,0.0027956925286912997,0.009594807339673318,-0.002424009732727939,0.0034114535629483477,0.0013471783160854025,0.013632685941374803,-0.003852381763867789,-0.0026102863297162763,0.009021054758367385,0.0068468039612628205,0.02200458635957113,0.011303882239900991,0.04186472671831462,0.007991552450690739
TRD_bun_twbbbj,0.00021077930747754405,0.00022443357411722822,-8.585465297948963e-05,-0.0002733500121921236,-0.0022838619422289787,-0.0006058124074776488,-0.0006183413761464616,-0.0009665034283469621,0.0006489566029866975,0.0008923169576246871,0.0008095865986343517,0.0005672543558122683,0.0013412920581090512,0.021091640646159485,0.0018477373371027937,0.00011689072292827618,0.008529814996978212,0.001191512225415484,0.0018882501860314775,-0.0007871976221224738,0.0005995665188404042,-0.0009816399627999228,-0.001559125142563075,-0.0005998771324524567,0.002665981715429764,0.0002256186117788624,-0.0002986766032204381,-0.00209852430411034,-0.001795843142029032,0.0006446220100421659,-0.0001736290397970365,0.00021622993496236203,0.000493087448910674,0.0005480492355348096,-0.0008423157739022283,-0.0018324650590357137,-0.00018013105142543716,0.0015955251156611354,-0.000690521427322398,0.0003606746251711482,-0.0009490166443987184,0.002933665497992208,-0.0004219669875859413,0.0006940588855826298,0.0024032992645418253,0.0004455503358042335,0.0007135962441619045,0.0007034977261468567,0.0013284785066983236,0.0011559088697226372
TRD_cadasn_satK20,0.00027315625425296735,0.0010681327781462717,-0.00034776392658547296,0.0015513292038325838,-0.0025927793748969892,-0.0018440910531923914,0.00015911513985643132,0.0012668509996384657,0.00037356926031930466,0.0009070939738001685,-0.0003689941736177155,0.002902177729893249,0.0036735692454519793,0.0018477373371027937,0.012632149367050288,-0.0008067113877401531,0.002926472608208485,0.0007902347622905288,0.004174721127623904,-0.0005007474630664387,0.0016196332208168757,-0.0006988234465213796,-0.0005922960255916297,0.00027252514401168016,0.002583480945271583,0.0011774294521739918,0.0004132114046782416,-0.005721011692959808,0.0003665152527306301,-0.002624830863217042,0.0009119499190004715,0.003321396335683564,0.0010966798535763133,0.0010252071778935753,-9.392386243588951e-05,0.0010968238828847105,0.0020561938165737565,0.0059381817075615465,-0.000738602465588528,0.0014047431106034632,0.0004955171933033464,0.004536453216948417,-0.002271958860184619,0.001740924375712642,0.002729604767876047,0.0010167985303673624,0.00203396382101449,0.0018910740482613582,0.0022597192760548095,0.003913920622376436
TRD_cardstrokeeas_aniM22,0.0005106791330350371,0.0002850927231072723,-0.0007456949659784368,0.0007870509329938409,0.0004565591422033981,0.00021906155087810436,-0.0005811389797750912,-0.00012515807783036205,-0.0006289300064654185,-0.0007377160971588214,-0.000580308976093787,-0.00021360398364158762,-0.00043910595875314254,0.00011689072292827618,-0.0008067113877401531,0.0004281052198917244,0.0001403477602615733,0.0003174537575616797,-5.556743193600839e-05,6.169510628637792e-05,-0.0006167401421624686,0.00012366838048458135,-0.00027701391392325354,-0.0005518688719179571,-0.0009262791518095724,-0.00010695581566909605,-0.0005228665588797641,0.00020552070208538044,-0.00041636161424368437,0.0016566268833905094,0.0008711852480392019,-0.00043733576923360516,0.0005474180722131983,5.923858916293226e-05,-4.536825908800591e-05,0.0003807075115587213,-0.00090990690679225,0.0006338346181638158,-0.0009383731493492156,0.0008126047106267593,8.478980213002092e-05,-0.00046147686259450407,6.96228807426756e-05,-0.000348788885351323,0.0004289186555783503,0.0001338067730214008,-0.00038692754163767207,-0.0005475221043968215,4.865472374402936e-05,-5.715611922324005e-06
TRD_cr_twbbbj,0.0002789350481738768,0.0008917207722511998,-0.00047549400529409705,0.0006074037994452813,-0.0008867175696923588,-0.0010301487858545137,0.0010540987463918206,0.0018486781761679774,-0.0014577034560544163,-0.0004952178062235572,0.0012720638040732612,0.0005408937152613835,0.003714279371275299,0.008529814996978212,0.002926472608208485,0.0001403477602615733,0.03220155542099995,0.0008261318983010496,0.00229490226588524,0.0004044164247082891,0.0001327909114360769,0.0010707609953298446,-0.0009201092439766456,-0.0011383883520939741,0.0016822184900590121,0.001591253738815983,-0.0007330432328850036,-0.003918039354356923,-0.0029422720658128167,0.005894135193033827,0.00046065919884888363,0.00011450442642408138,0.0005532479887775223,-0.0028527333597482105,-0.0007043997701312566,-0.0028003832095573862,0.0006218942129263832,0.0017724008413856833,-0.0011348021405923655,0.0007121522912877174,0.00029812357468140817,0.000846712514812828,-0.001466127550746894,0.0005156568357684379,0.008671351626259703,0.0016359462840673047,0.0004354491498533593,-0.00057765611047023,0.005806395418840894,0.00376738053027923
TRD_crpasn_saoS21,0.000756114300929735,0.00123205170432848,0.0001539647307985946,0.00011689754619805468,0.0006461547084210468,-0.0011600030483593397,0.0005370092835693113,0.0008250217603962626,-0.001258126599952585,0.0007724238876888008,0.0006013126931917794,0.002700298818806097,0.004670903523301314,0.001191512225415484,0.0007902347622905288,0.0003174537575616797,0.0008261318983010496,0.0020055602044864724,0.0018187095054437387,-0.00010092719707331789,0.0006168624108522068,-0.0009557110942498776,0.004653889060170872,-0.000913536465356612,0.0012490582562487427,0.001865528025740298,-0.0007715027437178725,-0.003690445201898893,0.0002857300756166377,-0.0013425144340496536,0.000607701917457235,0.0007507157918853846,0.0006559988477694062,0.0010181367875787696,-0.00015999801260162432,0.0010261656570363267,0.00022626746459066056,0.0019509929977811714,-0.0002884877830098656,0.0005457546320434239,-8.960058001767948e-06,0.0025289038799442697,-0.001164955444495973,0.00017135545983092143,0.002835506774952209,0.0029226890850036565,0.0020550324596751916,0.0013725264581342428,0.0037247974471369023,0.0034979044116742646
TRD_dbp_twbbbj,0.0017316166095935996,0.0015318821606022496,-0.0004450342185963743,-0.0013196540224064371,0.0009008968855378695,-0.0017260104037583022,-2.0266796618661267e-05,0.0021026672561494947,0.0018911502633256899,0.002487869012915826,0.0011215363485307635,0.0044865323390021125,0.008628038083093523,0.0018882501860314775,0.004174721127623904,-5.556743193600839e-05,0.0022949022658852397,0.0018187095054437387,0.020191404111187895,0.0008498638643812157,0.002691495286135726,0.0009547621971914244,0.004252648179464766,0.0015705032080820232,0.0006536631191168752,0.00457716793201885,0.0011829432416616615,-0.002854844708495144,0.0023140186760899437,0.0026295966816077326,0.003267449028418891,-0.0010956046512912267,0.001460445323853985,0.0038051192403167856,-0.00028706133462856007,0.00010079514635114057,0.0023844903951123946,0.0182862881631374,-0.0011249227823296208,0.004404075502496996,0.0018438858966417716,0.004133232609635881,-0.0002328973934448348,-0.00199140157668771,0.005919257309996747,0.0026379210535660723,0.004707283254059207,0.002672905318513437,0.008694413719984138,0.0037314700800319773
TRD_fev_twb,-0.0006108996741162794,-2.5667475949646167e-05,-0.00045621085687580504,-0.00010205122983946513,0.0008396155759850541,0.0006393587837376518,0.0004053796218704606,0.00090921216860847,-0.0003984843059153069,-0.000439299356141622,-0.00016416342814346878,0.0001574881045556194,0.0010711770216208492,-0.0007871976221224737,-0.0005007474630664386,6.16951062863779e-05,0.0004044164247082891,-0.00010092719707331789,0.0008498638643812157,0.00333926977889159,0.0003916077948460447,0.005593455906503388,-0.0006481488939096016,-4.724906859627546e-05,-0.0004771440134063717,0.0022173124093176387,-0.0001041906840324898,9.205536893423449e-05,-7.666455234039244e-05,0.009882876794979583,0.00028791869574979736,-0.00016439255305883852,1.6664801703772404e-05,0.00014805373662787048,0.00012094814732538202,-0.000967621769773061,-0.0003910426728892421,-0.00021600859226491,-0.0005672389070548668,-8.653948983239289e-06,0.0003032860895840454,0.0005048064389421813,0.0002145380743701675,-1.3319801736320203e-05,0.000547322507949269,-0.0009408091998999171,0.001206909821091143,-0.0001467943418127934,0.005050891786635231,-0.0002593979805294246
TRD_fg_twbbbj,0.0011193731128922803,0.0014752635454197585,0.0001230135787183547,-0.0004997687564532219,0.0005459386914765897,-0.0016749348308891052,0.0006069269559662709,0.000919765939208983,0.0021450002791270693,0.003364715101456736,0.00033227926160463937,0.003976757787917118,0.004756361244614782,0.0005995665188404042,0.001619633220816876,-0.0006167401421624685,0.0001327909114360769,0.0006168624108522068,0.002691495286135726,0.0003916077948460447,0.016854277588055532,-0.00046219003361419944,0.003136486337760145,0.00017569759185589648,0.011512743113240728,0.002505898502306883,-0.00015178411742620537,-0.00494405414704077,0.0009952873989559417,0.0021498264699234613,0.0013118079687357536,-0.0003330849373136837,0.00094795145218647,0.0019285963503171152,-0.0007659043128777403,-0.00047161129225990246,0.0008335318981012114,0.00447807223055475,-0.0016220639155201495,0.001833230020640184,0.0007425938452449241,0.017759483046871274,-0.0003804297838809962,-0.0009216749724995314,0.0031575837736861367,0.002272049086555093,0.004136160912337218,0.004066975718166321,0.005159308832906207,0.004473867290504895
TRD_fvc_twb,-0.00033588286283027844,-0.0005113342975479258,-0.00046671275894307054,-0.0003130400041072427,0.0015770730780593504,6.17536359631536e-05,-4.9267234557314016e-05,0.0014828627187436136,-0.0008257088644401126,-0.0007010248351072883,0.00011422755370873732,0.0008073418218604566,0.002174273659996414,-0.0009816399627999228,-0.0006988234465213796,0.00012366838048458135,0.0010707609953298446,-0.0009557110942498775,0.0009547621971914244,0.005593455906503388,-0.0004621900336141995,0.010057135564840154,-0.0011605369971030319,-0.0002643737086661084,-0.0015818968291078078,0.0042823277292466135,-0.0004534562066237962,0.00044732024369379997,-0.0007830492628846757,0.017764120708776348,0.00032317118364256483,-0.0010825196655975015,0.00020244618118270524,-0.00030879167502350963,-0.0001610764313036983,-0.002278528991853429,-0.00103349906858608,-0.0005120196112010949,-0.0005821289349964622,0.0002071297501364817,0.0002966691799622663,-0.00011402146308038281,0.001189180995521287,-0.0004392004334102333,0.00035664152955473095,-0.0020994671580590162,0.0024214199289901775,-0.00034654771430384497,0.009175888599219145,-0.0004293943465145566
TRD_ggt_twbbbj,0.003319360271405669,0.0012273853262972255,0.0009606751813063417,-0.00043162884601514307,0.005832182191358233,-0.0011758822054191494,0.0016533524249734953,0.0028816521537198413,0.004869077186819441,0.011652677213459207,0.009984325747830702,0.004353481482220527,0.0049095268089885714,-0.0015591251425630748,-0.0005922960255916297,-0.00027701391392325354,-0.0009201092439766458,0.004653889060170873,0.004252648179464766,-0.0006481488939096017,0.003136486337760145,-0.0011605369971030316,0.03169691261290654,0.0020907061050875263,0.0026714095815952954,0.0014906204375565303,0.0008401299251348411,-0.0030530507181312856,5.950041242727419e-05,-0.003160955784397188,0.0017849229760156678,0.001625952415969318,0.0016001079794524297,0.0018025937121101338,-5.3233363556433714e-05,0.0012858496118871466,0.0007956078422033605,0.004745131324247473,-0.0007078729450547872,0.0018008138887636324,0.0012206422504809546,0.007138752931795195,-0.0003293837624380839,0.00291639559664522,0.008399512743628892,0.0034044270666276385,0.0040623117605991105,0.005141527866406763,0.0035041580701787194,0.008984724934517213
TRD_hb_twbbbj,0.0010702318140049106,0.002341640013051316,0.0004923501210278933,-0.0005437840812116648,0.00018420459196168923,-1.260131029841847e-05,1.8617338627822893e-05,-0.0004846245127604381,0.0009021379427920875,0.003426145392580761,0.0018399806672319062,0.0007507020988313873,0.0003785928609217632,-0.0005998771324524567,0.0002725251440116802,-0.0005518688719179572,-0.001138388352093974,-0.000913536465356612,0.001570503208082023,-4.724906859627545e-05,0.00017569759185589648,-0.0002643737086661084,0.0020907061050875263,0.019873712804278697,-0.0006587290795621576,-0.00015311152905288415,0.018795474284706973,-0.0013104655993869804,0.0023742656475657918,-0.001415120528857884,2.908836944780875e-05,0.00040666973428423153,-0.0010792433980512607,0.0002534842390614511,-0.00018968257874481535,-0.0028605788184860835,0.018030422430256283,-0.0004134347525077416,0.0008149904440100082,-0.00016449717602884514,0.0006346218081782845,0.002011558595697186,0.002751689856031829,-0.0014535928324060005,-0.0013805805430691432,0.0037622150924913234,0.000401656197463337,0.000819170986165843,-2.8805077478193663e-06,0.0004624455395848923
